Port Number,Received Packets,Received Bytes,Sent Bytes,Sent Packets,Port alive Duration (S),Delta Received Bytes,Delta Sent Bytes,Delta Port alive Duration (S),Connection Point,Total Load/Rate,Active Flow Entries,Packets Matched,Label
0.3333333333333333,0.0005641197181102272,7.295902995706239e-05,0.02638013780686473,0.0005507117712267342,0.02127013065937405,0.0005596007303527309,0.4375567836532893,1.0,0.25,0.34253107983495884,0.006622516556291391,0.08942650522356625,3
1.0,0.0003968681433941297,6.965626690525896e-05,0.02704411648891959,0.007149757995409153,0.04254026131874809,8.8216049355293e-05,0.0009186932659307601,1.0,0.75,0.26538889337614174,0.003311258278145696,0.007285110018212774,2
0.6666666666666667,0.0027780770037589084,0.0003799908054316807,0.00034745578644868513,0.0017470856190641224,0.23275600121543602,8.8216049355293e-05,4.4109970281304196e-05,1.0,0.75,0.26547849820622066,0.0016556291390728483,0.0041043012602607525,1
0.0,0.0009950051309381396,0.04641920063398912,0.00010187371388146083,0.0006860159563988198,0.02886660589486478,0.0,5.521679733055346e-05,1.0,0.0,0.2651777120395237,0.006622516556291391,0.1579854416449636,3
0.3333333333333333,0.004884312936200611,0.1394166389638364,0.1590865826663115,0.007465467760810686,0.6460042540261318,0.0,4.4109970281304196e-05,1.0,0.5,0.2651777120395237,0.0,0.014647342536618356,4
0.3333333333333333,0.0011537523882957914,0.02326794360789462,0.05278635956492638,0.0013411730635478657,0.03950167122455181,0.0,4.4109970281304196e-05,1.0,0.25,0.2651777120395237,0.003311258278145696,0.1628688779071722,3
0.0,0.007067087724868324,0.16297803141197922,0.05329331620487205,0.004023519190643597,0.3512610148890914,8.8216049355293e-05,4.4109970281304196e-05,1.0,0.25,0.2651777120395237,0.003311258278145696,0.009497932523744831,4
0.6666666666666667,0.0014173862264076063,0.02331884739740541,0.05273713446728295,0.0009874831759927648,0.02886660589486478,0.0005411959430771662,0.3542901706167304,0.0,0.5,0.3701432499377394,0.003311258278145696,0.0016116625040291561,2
0.3333333333333333,0.0018199239147073665,0.06965785016959818,0.02648563150499884,0.0013767794280668355,0.030385900941962928,0.4375371665639595,0.0004000044427308197,1.0,0.25,0.2651777120395237,0.003311258278145696,0.0016423137541057842,3
0.0,0.00019559929924424965,3.583700421761737e-05,0.026594820429552517,0.0028034077664602294,0.013673655423883317,5.521436182669418e-05,0.001258403504679941,0.0,0.0,0.2654949047244042,0.008278145695364239,0.0016611000041527497,2
0.3333333333333333,0.006565333000720031,0.047336238385292474,0.1328097021931754,0.007016827567871665,0.750835612275904,8.885069719238144e-05,4.474464611268988e-05,1.0,0.25,0.2651777120395237,0.0,0.007127898767819746,1
0.3333333333333333,0.003135258332813625,0.11610513349455286,0.1253830996729641,0.9801909925392799,0.2920085080522637,0.0,4.4109970281304196e-05,1.0,0.25,0.2651777120395237,0.003311258278145696,0.971789973679475,0
0.0,0.001947488675084051,0.04650397155231874,0.07920214125830653,0.0021458769016765855,0.06988757216651473,0.0,4.474464611268988e-05,1.0,0.0,0.2651777120395237,0.003311258278145696,0.25823678189559196,3
0.3333333333333333,0.001493925082633617,0.0696290642147052,0.00019537464663352334,0.001246222758163946,0.07140686721361288,0.9790564627141223,0.0010933877885196664,1.0,0.25,0.26541371349339365,0.003311258278145696,0.002148553755371384,3
0.3333333333333333,0.007137957036188704,0.18595969873528329,0.2646497167801235,0.00997927709584996,0.7265268915223336,0.0006408356535000511,0.7500283224089757,1.0,0.25,0.3480731175413444,0.006622516556291391,0.017420786293551965,1
0.0,0.012986092606346488,0.37177113765223446,0.47569590644154885,0.015263261590465092,0.7994530537830447,0.0,3.1733791569284067e-07,1.0,0.25,0.2651777120395237,0.0,0.023231670058079173,4
0.6666666666666667,0.0032514840033790486,0.06983508004332784,0.026438274921167113,0.0007975825652249255,0.06684898207231843,8.885069719238144e-05,4.4109970281304196e-05,1.0,0.5,0.2651777120395237,0.003311258278145696,0.002932632507331581,3
1.0,0.0010828830769754113,0.00011755553618163668,4.4259114627093974e-05,0.0002706083703441711,0.02734731084776663,8.8216049355293e-05,4.474464611268988e-05,1.0,0.75,0.2651777120395237,0.003311258278145696,0.001067850002669625,1
0.0,0.03003724891002999,0.7444674613441041,0.0012418594245579397,0.0051439327941738494,0.9969614099058036,8.8216049355293e-05,4.4109970281304196e-05,1.0,0.5,0.2651777120395237,0.0016556291390728483,0.018327470045818674,4
1.0,0.011109473242582817,0.2097528810826871,0.2907423960684129,0.009537758175814733,0.5214220601640839,4.41080246776465e-05,0.0,1.0,1.0,0.2651777120395237,0.33112582781456956,0.011435882528589706,4
0.0,0.011339089811260849,0.04719722409429934,0.08003886341523528,0.010878931239362599,0.0592525068368277,0.0008678809172184401,0.0008238092291386022,1.0,0.0,0.26536828005842406,0.003311258278145696,0.008744505021861262,2
0.0,0.000788066741882629,0.0001256559583822694,0.0002268927543298105,0.0014456183994701773,0.09115770282588878,8.8216049355293e-05,0.0007059181934587136,1.0,0.0,0.2651777120395237,0.003311258278145696,0.00255789625639474,1
0.0,0.0056582058158191634,0.11650666774102812,0.026853820688552778,0.0030051771654010587,0.3239137040413248,8.8216049355293e-05,4.4109970281304196e-05,1.0,0.25,0.2651777120395237,0.0016556291390728483,0.008053368770133422,4
1.0,0.0007512146999960312,0.023257718665871365,6.85247134569278e-05,0.0004296501318622366,0.02582801580066849,4.41080246776465e-05,0.0,1.0,0.75,0.2651777120395237,0.0016556291390728483,0.0007465062518662656,3
0.3333333333333333,8.504317358445633e-06,9.057744824343854e-07,2.586658493695292e-05,0.00011394036646070364,0.018231540565177756,0.0,6.981434145242393e-06,0.0,0.25,0.2651777120395237,0.003311258278145696,0.0009847950024619873,3
0.3333333333333333,0.0002494599758477387,4.532186221254004e-05,0.026411430188060275,0.0008070775957633174,0.022789425706472195,8.8216049355293e-05,0.00031844859839776085,0.0,0.25,0.2654923806446836,0.0016556291390728483,0.0005042625012606563,2
0.0,0.0023188438664028437,0.023372148175485576,0.15821622308065175,0.0031357338353039483,0.06381039197812215,1.110633714904768e-05,4.474464611268988e-05,1.0,0.0,0.2651777120395237,0.003311258278145696,0.2422734131056835,3
1.0,0.0010375267177303677,0.00018664845554294254,0.00020579150663075778,0.0009471292962045989,0.1628684290489213,4.41080246776465e-05,4.4109970281304196e-05,1.0,0.75,0.2651777120395237,0.0,0.0024165050060412623,1
0.0,0.895450757167722,0.3039306135213381,0.24034806441197662,0.7519257108810676,0.5047098146460043,0.0,0.0,0.0,0.0,0.2651777120395237,0.003311258278145696,0.9817496524543741,0
0.0,0.0004110420056582058,7.185810893979458e-05,0.05275942704929148,0.0010966760271842724,0.04405955636584624,8.8216049355293e-05,4.4109970281304196e-05,0.0,0.0,0.2651777120395237,0.0016556291390728483,0.004373241260933102,2
0.3333333333333333,0.0005187633588651839,6.443517659594205e-05,0.034158894568836466,0.0824263601037807,0.012154360376785172,0.00012042442708753127,0.00010075478823247543,1.0,0.25,0.2651777120395237,0.0016556291390728483,0.03472094508680236,3
0.0,0.010590709883717634,0.30209267190813566,0.4150436346046417,0.977940670301681,0.544211485870556,0.0,3.1733791569284067e-07,1.0,0.0,0.2651777120395237,0.003311258278145696,0.6495603028739008,0
0.3333333333333333,0.0027979204109286147,0.0697460932234438,0.10597924837756989,0.004543372112620557,0.3798237617745366,0.0,4.4109970281304196e-05,1.0,0.25,0.2651777120395237,0.003311258278145696,0.008520058771300148,1
0.3333333333333333,0.0003883638260356841,6.776371371838387e-05,5.6368923379898205e-05,0.00024924455163278917,0.041020966271649945,4.41080246776465e-05,0.0,1.0,0.25,0.2651777120395237,0.0,0.0008028650020071625,3
1.0,0.01894194952971125,0.3728208492731539,0.29128283965275575,0.011809444232125012,0.9358857490124581,9.48798516447216e-05,4.474464611268988e-05,1.0,1.0,0.2651777120395237,0.004966887417218543,0.022290380055725947,4
0.6666666666666667,0.0006179803947137162,8.358162907016484e-05,4.2035290582740555e-05,0.00018515309549864338,0.030385900941962928,5.55316857452384e-05,0.0,0.0,0.5,0.2651777120395237,0.0,0.0011499162528747905,3
0.3333333333333333,0.004495949110164927,0.1334920122583542,0.13259895724388945,0.006397276825241589,0.5347918565785476,0.7500144382382938,0.0008431668419958652,1.0,0.25,0.2651777120395237,0.003311258278145696,0.010977102527442757,1
0.3333333333333333,0.00031465974226248857,2.866813057005742e-05,0.00039587830097836556,0.001849157197351836,0.2874506229109693,0.0,4.4109970281304196e-05,0.0,0.5,0.2651777120395237,0.0,0.0035763087589407716,4
0.3333333333333333,0.0049183302056343935,0.11626618829795188,0.2116172944287857,0.007399002547041942,0.5256760862959586,0.0,4.474464611268988e-05,1.0,0.25,0.2651777120395237,0.0,0.010913822527284556,1
0.0,0.8948951417669703,0.28071496918477884,0.23421716962711153,0.7513180289266106,0.4560923731388635,0.0008723234520780592,0.7709305775708736,0.0,0.0,0.2651777120395237,0.006622516556291391,0.9803683687009209,0
0.0,0.0006378238018834228,5.671768344479379e-05,0.05274790245739245,0.0010420796015885186,0.034943786083257364,0.0,4.474464611268988e-05,1.0,0.0,0.2651777120395237,0.006622516556291391,0.13366713533416782,3
0.3333333333333333,0.5224995889579943,0.05180295478511491,0.02099903121529978,0.2820403871123951,0.22910969310240048,4.442534859619072e-05,3.1733791569284067e-07,1.0,0.25,0.2651777120395237,0.0,0.5010985012527462,0
0.6666666666666667,0.0050799122354448605,0.07019822565259229,0.1061282069674581,0.005459642559575382,0.4545730780917654,4.41080246776465e-05,0.0,1.0,0.75,0.2651777120395237,0.3327814569536424,0.010837688777094222,4
0.3333333333333333,0.007061418179962694,0.23226724241325689,0.1856924971353635,0.009414322778815638,0.7690671528410817,0.0,0.0,1.0,0.5,0.2653581837395419,0.006622516556291391,0.018581578796453946,4
0.0,0.0012019435199936502,0.023272862773376455,0.052891539754031686,0.001851530954986434,0.12488605287146763,0.895743385224256,0.0008426908351223259,1.0,0.0,0.26545283672906195,0.003311258278145696,0.001453462503633656,1
0.6666666666666667,0.4991495682641554,0.282612732415933,0.31382379605426736,0.6788377133117955,0.4257064721969006,0.0009186527441855152,3.1733791569284067e-07,1.0,0.5,0.2651777120395237,0.006622516556291391,0.6438245641095615,0
0.3333333333333333,0.0024237304471570065,0.04659313142667707,0.15832370233596832,0.2808250232034809,0.06381039197812215,8.8216049355293e-05,4.4109970281304196e-05,1.0,0.25,0.2651777120395237,0.004966887417218543,0.11804290779510726,3
1.0,0.0007597190173544769,0.023257468289185162,3.472007991052536e-05,0.00014954673097967354,0.02430872075357034,8.8216049355293e-05,4.474464611268988e-05,0.0,1.0,0.2651777120395237,0.003311258278145696,0.0004755887511889718,3
0.0,0.02654480924816165,0.6745612080457135,0.001005206089131202,0.0041778134368924665,0.8055302339714372,0.0007374607866967659,4.4109970281304196e-05,1.0,0.5,0.2651777120395237,0.0016556291390728483,0.015528318788820796,4
0.0,0.0028262681354567667,0.046582589831785974,0.20126315713791504,0.5832987160344955,0.3065937405044059,0.0,6.981434145242393e-06,1.0,0.0,0.2651777120395237,0.0,0.6373106790932767,0
0.3333333333333333,0.004252158679222818,0.07007874442513295,0.07957073173341735,0.003757658335568622,0.36311151625645693,0.00011740984986136119,7.33050585250451e-05,1.0,0.5,0.2651777120395237,0.0,0.005083163762707909,4
0.0,0.000413876778111021,7.2727063321317e-05,6.200372565769597e-05,0.0002706083703441711,0.04557885141294439,4.41080246776465e-05,0.0,1.0,0.0,0.2651777120395237,0.003311258278145696,0.0020061737550154343,3
0.0,0.0013776994120681934,0.046453038306727215,0.026471473437257816,0.0012034951207411822,0.041020966271649945,0.0011119030105789449,0.9374398446313565,0.0,0.0,0.2651777120395237,0.003311258278145696,0.0011350850028377124,3
1.0,0.001907801860744638,0.04652659382231905,0.02644713259626107,0.0010729384508382925,0.02734731084776663,0.8958316012736113,0.0008525283105088039,1.0,0.75,0.2651777120395237,0.006622516556291391,0.0012843862532109654,3
0.3333333333333333,0.009502157261836591,0.2556651204752597,0.4156597258275761,0.987281406593824,0.4986326344576116,0.0,4.4109970281304196e-05,0.0,0.25,0.2651777120395237,0.003311258278145696,0.9815439924538599,0
0.6666666666666667,0.0048871477086534255,0.07013958595987989,0.00048412482240758556,0.0021221393253306052,0.3755697356426618,4.41080246776465e-05,0.0,1.0,0.75,0.2651777120395237,0.003311258278145696,0.006507952516269881,4
0.0,0.013292248031250531,0.371829663202634,0.520695190804939,0.9810313027419275,0.6687936797326041,0.0,3.1733791569284067e-07,1.0,0.0,0.2651777120395237,0.006622516556291391,0.656110771640277,0
0.6666666666666667,0.000320329287168119,5.763818596759296e-05,0.026393384608362016,0.000595813166284096,0.031905195989061066,0.00012042442708753127,7.631976872412706e-05,0.0,0.5,0.2651777120395237,0.003311258278145696,0.0013634862534087154,3
0.0,0.5039545075716771,0.05084880237209229,0.05270329639277348,0.7106413181001394,0.24430264357338197,8.8216049355293e-05,0.0,1.0,0.25,0.2651777120395237,0.0016556291390728483,0.9378718935946797,0
0.0,0.025504447757978468,0.674454599125533,0.0009680197381940443,0.004025892948278195,0.7751443330294743,8.8216049355293e-05,4.4109970281304196e-05,0.0,0.5,0.2651777120395237,0.0,0.014967697537419243,4
0.3333333333333333,0.0074752949580737145,0.07063490836739812,0.42299150649699396,0.013893603435302049,0.8477666362807657,8.8216049355293e-05,0.5625714208646507,1.0,0.25,0.2651777120395237,0.0016556291390728483,0.016739537541848842,1
0.3333333333333333,0.007991223544486083,0.20918010391089048,0.3174201291857845,0.01125635870326368,0.793375873594652,0.8539716578968913,0.0006200782872638015,1.0,0.5,0.2651777120395237,0.006622516556291391,0.01716568879291422,4
1.0,0.013550212324456716,0.27950872426885237,0.3699083625649152,0.011313328886494032,0.5715587967183227,0.0006427395970113164,0.6041845764252837,1.0,0.75,0.5303440657203051,0.003311258278145696,0.012119108780297773,1
0.3333333333333333,0.0039913596135638186,0.06985263586744266,0.21160977857233507,0.007154505510678349,0.5776359769067153,0.0,4.4109970281304196e-05,1.0,0.25,0.2651777120395237,0.003311258278145696,0.012736088781840222,1
0.3333333333333333,0.0019786711720650185,0.04654079901725089,0.052784595554124285,0.0013174354872018859,0.041020966271649945,4.41080246776465e-05,0.0,1.0,0.25,0.2651777120395237,0.0016556291390728483,0.00423481626058704,2
0.6666666666666667,0.007602859718450399,0.1167575451806019,0.21154231142933533,0.007164000541216741,0.446672743846855,0.0004777311593683223,0.25015541624421056,0.0,0.5,0.2651777120395237,0.003311258278145696,0.00968777252421943,1
0.6666666666666667,0.0023103395490443983,0.04657142597718946,8.779088830735055e-05,0.0004984891032655783,0.04254026131874809,8.8216049355293e-05,4.4109970281304196e-05,1.0,0.5,0.2651777120395237,0.0016556291390728483,0.0011825450029563623,3
0.0,0.002446408626779528,0.06960424010267036,0.07921839356636,0.0023334037548098266,0.06077180188392585,0.0,1.8088261194491654e-05,1.0,0.0,0.2651777120395237,0.003311258278145696,0.0026023900065059746,3
1.0,0.9993593414256636,0.17120309333620903,0.3842160242741263,0.5122782613649581,0.8693406259495594,8.8216049355293e-05,0.1251936157958121,0.0,0.75,0.2928445705362491,0.009933774834437088,0.6665292304163231,0
0.3333333333333333,0.01638498477727193,0.4792450282793471,0.5714553206160695,0.596900347280742,0.8732907930720145,0.6250491058763947,0.0007286078544307515,1.0,0.25,0.2653556596598214,0.003311258278145696,0.6596376428990941,0
0.3333333333333333,0.00018992975433861924,3.552771536995685e-05,1.99475344730348e-05,8.545527484552773e-05,0.013673655423883317,4.41080246776465e-05,0.0,1.0,0.25,0.2651777120395237,0.003311258278145696,0.02967337632418344,3
1.0,0.0007058583407509878,9.843117576796108e-05,0.026410769729039583,0.0006788946834950259,0.04557885141294439,0.00020324596982757254,0.00015851028888857156,1.0,0.75,0.29283068809778623,0.003311258278145696,0.0011459612528649029,2
